Event,Time,Voltage1,Voltage2
136,4.059934290e-03,5.832664218e-02,-1.906708237e+00
136,4.079934290e-03,5.993468211e-02,-1.705703206e+00
136,4.099934290e-03,6.073870208e-02,-1.906708237e+00
136,4.119934290e-03,6.073870208e-02,-1.705703206e+00
136,4.139934290e-03,5.993468211e-02,-1.906708237e+00
136,4.159934290e-03,6.073870208e-02,-2.911733389e+00
136,4.179934290e-03,5.913066214e-02,-2.710728358e+00
136,4.199934290e-03,5.671860224e-02,-2.509723328e+00
136,4.219934290e-03,5.671860224e-02,-2.509723328e+00
136,4.239934290e-03,5.591458227e-02,-1.705703206e+00
136,4.259934290e-03,5.591458227e-02,-2.107713267e+00
136,4.279934290e-03,5.752262221e-02,-3.112738419e+00
136,4.299934290e-03,5.591458227e-02,-3.313743450e+00
136,4.319934290e-03,5.752262221e-02,-2.710728358e+00
136,4.339934290e-03,5.993468211e-02,-2.107713267e+00
136,4.359934290e-03,6.073870208e-02,-2.509723328e+00
136,4.379934290e-03,6.234674202e-02,-3.112738419e+00
136,4.399934290e-03,6.073870208e-02,-2.509723328e+00
136,4.419934290e-03,5.752262221e-02,-2.509723328e+00
136,4.439934290e-03,5.591458227e-02,-1.906708237e+00
136,4.459934290e-03,5.591458227e-02,-2.107713267e+00
136,4.479934290e-03,5.591458227e-02,-1.504698176e+00
136,4.499934290e-03,5.511056230e-02,-1.504698176e+00
136,4.519934290e-03,5.591458227e-02,-1.705703206e+00
136,4.539934290e-03,5.671860224e-02,-1.705703206e+00
136,4.559934290e-03,5.591458227e-02,-1.906708237e+00
136,4.579934290e-03,5.430654234e-02,-1.303693146e+00
136,4.599934290e-03,5.511056230e-02,-1.504698176e+00
136,4.619934290e-03,5.511056230e-02,-1.303693146e+00
136,4.639934290e-03,5.511056230e-02,-9.016830848e-01
136,4.659934290e-03,5.752262221e-02,-1.102688115e+00
136,4.679934290e-03,5.752262221e-02,-1.102688115e+00
136,4.699934290e-03,5.832664218e-02,-1.303693146e+00
136,4.719934290e-03,5.913066214e-02,-9.016830848e-01
136,4.739934290e-03,5.752262221e-02,-7.006780544e-01
136,4.759934290e-03,5.993468211e-02,-1.504698176e+00
136,4.779934290e-03,6.073870208e-02,-2.107713267e+00
136,4.799934290e-03,6.154272205e-02,-1.504698176e+00
136,4.819934290e-03,6.073870208e-02,-1.504698176e+00
136,4.839934290e-03,6.234674202e-02,-1.303693146e+00
136,4.859934290e-03,5.913066214e-02,-1.102688115e+00
136,4.879934290e-03,5.913066214e-02,-7.006780544e-01
136,4.899934290e-03,5.913066214e-02,-1.102688115e+00
136,4.919934290e-03,5.913066214e-02,-1.303693146e+00
136,4.939934290e-03,6.073870208e-02,-9.016830848e-01
136,4.959934290e-03,5.913066214e-02,-9.016830848e-01
136,4.979934290e-03,5.913066214e-02,-1.102688115e+00
139,-5.000065710e-03,5.832664218e-02,-1.504698176e+00
139,-4.980065710e-03,5.993468211e-02,-1.705703206e+00
139,-4.960065710e-03,6.073870208e-02,-2.107713267e+00
139,-4.940065710e-03,5.832664218e-02,-2.509723328e+00
139,-4.920065710e-03,5.671860224e-02,-2.308718298e+00
139,-4.900065710e-03,5.993468211e-02,-2.107713267e+00
139,-4.880065710e-03,5.993468211e-02,-1.906708237e+00
139,-4.860065710e-03,6.154272205e-02,-2.308718298e+00
139,-4.840065710e-03,6.073870208e-02,-2.308718298e+00
139,-4.820065710e-03,5.752262221e-02,-2.107713267e+00
139,-4.800065710e-03,5.752262221e-02,-1.906708237e+00
139,-4.780065710e-03,5.591458227e-02,-2.509723328e+00
139,-4.760065710e-03,5.591458227e-02,-1.906708237e+00
139,-4.740065710e-03,5.671860224e-02,-1.303693146e+00
139,-4.720065710e-03,5.671860224e-02,-1.504698176e+00
139,-4.700065710e-03,5.832664218e-02,-1.705703206e+00
139,-4.680065710e-03,5.511056230e-02,-3.112738419e+00
139,-4.660065710e-03,5.752262221e-02,-2.911733389e+00
139,-4.640065710e-03,5.752262221e-02,-2.509723328e+00
139,-4.620065710e-03,5.832664218e-02,-3.313743450e+00
139,-4.600065710e-03,6.073870208e-02,-2.911733389e+00
139,-4.580065710e-03,5.832664218e-02,-3.313743450e+00
139,-4.560065710e-03,5.832664218e-02,-3.112738419e+00
139,-4.540065710e-03,5.913066214e-02,-3.715753510e+00
139,-4.520065710e-03,5.832664218e-02,-3.313743450e+00
139,-4.500065710e-03,5.591458227e-02,-3.112738419e+00
139,-4.480065710e-03,5.671860224e-02,-2.710728358e+00
139,-4.460065710e-03,5.591458227e-02,-2.509723328e+00
139,-4.440065710e-03,5.430654234e-02,-1.906708237e+00
139,-4.420065710e-03,5.430654234e-02,-2.509723328e+00
139,-4.400065710e-03,5.430654234e-02,-2.911733389e+00
139,-4.380065710e-03,5.832664218e-02,-2.509723328e+00
139,-4.360065710e-03,5.752262221e-02,-3.112738419e+00
139,-4.340065710e-03,5.752262221e-02,-2.911733389e+00
139,-4.320065710e-03,5.591458227e-02,-2.911733389e+00
139,-4.300065710e-03,5.591458227e-02,-2.710728358e+00
139,-4.280065710e-03,5.511056230e-02,-2.509723328e+00
139,-4.260065710e-03,5.752262221e-02,-2.911733389e+00
139,-4.240065710e-03,5.832664218e-02,-2.308718298e+00
139,-4.220065710e-03,5.832664218e-02,-2.509723328e+00
139,-4.200065710e-03,5.591458227e-02,-2.308718298e+00
139,-4.180065710e-03,5.591458227e-02,-2.107713267e+00
139,-4.160065710e-03,5.591458227e-02,-1.906708237e+00
139,-4.140065710e-03,5.430654234e-02,-1.504698176e+00
139,-4.120065710e-03,5.430654234e-02,-9.016830848e-01
139,-4.100065710e-03,5.430654234e-02,-1.504698176e+00
139,-4.080065710e-03,5.591458227e-02,-9.016830848e-01
139,-4.060065710e-03,5.591458227e-02,-1.102688115e+00
139,-4.040065710e-03,5.832664218e-02,-1.504698176e+00
139,-4.020065710e-03,5.752262221e-02,-2.911733389e+00
139,-4.000065710e-03,5.913066214e-02,-3.112738419e+00
